"""id"";""code"";""name"";""description"""
"""37"";""03.12.Z"";""Rybołówstwo w wodach śródlądowych"";""<body><h2>03.12.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>połowy ryb w wodach śródlądowych, </li><li>połowy skorupiaków i mięczaków w wodach śródlądowych, </li><li>połowy pozostałych organizmów wodnych w wodach śródlądowych, </li><li>pozyskiwanie surowców znajdujących się w wodach śródlądowych, </li><li>działalność usługową związaną z połowem ryb w wodach śródlądowych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>przetwórstwa ryb, skorupiaków i mięczaków, sklasyfikowanego w 10.20.Z, </li><li>działalności związanej z ochroną łowisk i usługami patrolowymi, sklasyfikowanej w 84.24.Z, </li><li>wędkowania sportowego i rekreacyjnego oraz działalności usługowej z nimi związanej, sklasyfikowanego w 93.19.Z, </li><li>prowadzenia łowisk dla celów wędkowania sportowego, sklasyfikowanego w 93.19.Z. </li></ul></body>"""
"""38"";""03.21.Z"";""Chów i hodowla ryb oraz pozostałych organizmów wodnych w wodach morskich"";""<body><h2>03.21.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>chów i hodowlę ryb w wodach morskich, włączając chów i hodowlę morskich ryb ozdobnych, </li><li>produkcję jaj małż (omułków ostryg itp.), larw homarów, krewetek po okresie larwowym, narybku i podrostków narybku,</li><li>chów i hodowlę szkarłatnic i pozostałych jadalnych wodorostów morskich, </li><li>chów i hodowlę skorupiaków, małż, innych mięczaków oraz pozostałych organizmów wodnych w wodach morskich, </li><li>chów i hodowlę ryb i pozostałych organizmów wodnych w wodach słonawych, </li><li>chów i hodowlę ryb i pozostałych organizmów morskich w akwenach i zbiornikach ze słoną wodą, </li><li>działalność wylęgarni ryb w wodach morskich, </li><li>chów i hodowlę robaków morskich. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>chowu i hodowli żab, sklasyfikowanych w 03.22.Z, </li><li>prowadzenia łowisk dla celów wędkowania sportowego, sklasyfikowanego w 93.19.Z. </li></ul></body>"""
"""39"";""03.22.Z"";""Chów i hodowla ryb oraz pozostałych organizmów wodnych w wodach śródlądowych"";""<body><h2>03.22.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>chów i hodowlę ryb w wodach śródlądowych, włączając chów i hodowlę ryb ozdobnych w wodach śródlądowych, </li><li>chów i hodowlę skorupiaków, małży, innych mięczaków oraz pozostałych organizmów wodnych w wodach śródlądowych, </li><li>działalność usługową związaną z wylęgarniami ryb (słodkowodnych), </li><li>chów i hodowlę żab.</li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności usługowej związanej z chowem i hodowlą ryb i pozostałych organizmów morskich w akwenach i zbiornikach ze słoną wodą, sklasyfikowanej w 03.21.Z, </li><li>prowadzenia łowisk dla celów wędkowania sportowego, sklasyfikowanego w 93.19.Z. </li></ul></body>"""
"""40"";""05.10.Z"";""Wydobywanie węgla kamiennego"";""<body><h2>05.10.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wydobywanie węgla kamiennego w kopalniach (podziemne lub odkrywkowe), włączając wydobywanie w postaci ciekłej, </li><li>czyszczenie, sortowanie, proszkowanie itp. węgla kamiennego w celu poprawienia jakości lub przygotowania do transportu lub składowania,</li><li>odzyskiwanie węgla kamiennego z hałd. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wydobywania węgla brunatnego (lignitu), sklasyfikowanego w 05.20.Z, </li><li>wydobywania i wzbogacania torfu, sklasyfikowanego w 08.92.Z, </li><li>próbnych wierceń w poszukiwaniu węgla oraz działalności usługowej wspomagającej wydobywanie węgla kamiennego, sklasyfikowanych w 09.90.Z, </li><li>eksploatacji pieców koksowniczych, sklasyfikowanej w 19.10.Z, </li><li>produkcji brykietów z węgla kamiennego, sklasyfikowanej w 19.20.Z, </li><li>przygotowania terenu dla wydobywania węgla, sklasyfikowanego w 43.12.Z. </li></ul></body>"""
"""41"";""05.20.Z"";""Wydobywanie węgla brunatnego (lignitu)"";""<body><h2>05.20.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wydobywanie węgla brunatnego (lignitu) w kopalniach (podziemne lub odkrywkowe), włączając wydobywanie w postaci ciekłej,</li><li>oczyszczanie, odwadnianie, proszkowanie węgla brunatnego (lignitu) w celu poprawienia jakości, ułatwienia transportu lub składowania. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wydobywania węgla kamiennego, sklasyfikowanego w 05.10.Z, </li><li>wydobywania torfu, sklasyfikowanego w 08.92.Z, </li><li>próbnych wierceń w poszukiwaniu węgla oraz działalności pomocniczej związanej z wydobywaniem węgla brunatnego (lignitu), sklasyfikowanych w 09.90.Z, </li><li>produkcji brykietów z węgla brunatnego (lignitu), sklasyfikowanej w 19.20.Z,</li><li> przygotowania terenu dla wydobywania węgla, sklasyfikowanego w 43.12.Z. </li></ul></body>"""
"""42"";""06.10.Z"";""Górnictwo ropy naftowej"";""<body><h2>06.10.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>górnictwo ropy naftowej, </li><li>wydobywanie piasku i łupków bitumicznych do produkcji ropy naftowej, </li><li>produkcję ropy naftowej z piasku i łupków bitumicznych, </li><li>procesy pozyskiwania ropy naftowej: dekantowanie, odsalanie, odwadnianie, stabilizowanie itd.</li></ul><p> Podklasa ta nie obejmuje: </p><ul><li>prowadzenia prac poszukiwawczych złóż ropy naftowej i gazu ziemnego oraz działalności wspomagającej eksploatację złóż ropy naftowej i gazu ziemnego, sklasyfikowanych w 09.10.Z, </li><li>wytwarzania produktów i półproduktów ropy naftowej, sklasyfikowanego w 19.20.Z,</li><li>transportu rurociągami, sklasyfikowanego w 49.50.A, 49.50.B. </li></ul></body>"""
"""43"";""06.20.Z"";""Górnictwo gazu ziemnego"";""<body><h2>06.20.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>górnictwo gazu ziemnego, </li><li>wydobywanie kondensatów (skroplin) gazu ziemnego, </li><li>odprowadzanie i oddzielanie frakcji płynnych węglowodorów, </li><li>odsiarczanie gazu ziemnego, </li><li>górnictwo płynnych węglowodorów poprzez skraplanie lub pirolizę, </li><li>składowanie gazu ziemnego w górotworze podziemnym, wyrobisku górniczym, komorach solnych lub miejscach powstałych po wydobyciu. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>prowadzenia prac poszukiwawczych złóż ropy naftowej i gazu ziemnego oraz działalności usługowej wspomagającej eksploatację złóż ropy naftowej i gazu ziemnego, sklasyfikowanych w 09.10.Z, </li><li>wytwarzania produktów i półproduktów rafinacji ropy naftowej, sklasyfikowanego w 19.20.Z, </li><li>produkcji gazów technicznych, sklasyfikowanej w 20.11.Z, </li><li>transportu rurociągami, sklasyfikowanego w 49.50.A, 49.50.B. </li></ul></body>"""
"""44"";""07.10.Z"";""Górnictwo rud żelaza"";""<body><h2>07.10.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>górnictwo rud wartościowych głównie ze względu na zawartość żelaza,</li><li> wzbogacanie i aglomerowanie rud żelaza. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wydobywania i przeróbki pirytów i magnetopirytów (z wyłączeniem prażenia), sklasyfikowanego w 08.91.Z. </li></ul></body>"""
"""45"";""07.21.Z"";""Górnictwo rud uranu i toru"";""<body><h2>07.21.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>górnictwo rud wartościowych głównie ze względu na zawartość uranu i toru: blenda smolista itd.,</li><li>koncentrację tych rud, </li><li>produkcję koncentratu uranu i toru. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wzbogacania rud uranu i toru, sklasyfikowanego w 20.13.Z, </li><li>produkcji uranu z blendy smolistej lub pozostałych rud oraz wytapiania i rafinacji uranu, sklasyfikowanych w 24.46.Z. </li></ul></body>"""
"""46"";""07.29.Z"";""Górnictwo pozostałych rud metali nieżelaznych"";""<body><h2>07.29.Z</h2><p>Podklasa ta obejmuje:</p><ul><li>górnictwo i przeróbkę rud wartościowych głównie ze względu na zawartość metali nieżelaznych (kolorowych):<ul><li>aluminium (boksytu), miedzi, ołowiu, cynku, cyny, magnezu, chromu, niklu, kobaltu, molibdenu, tantalu, wanadu itd., </li><li>rud metali szlachetnych: złota, srebra, platyny. </li></ul></li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>górnictwa i przeróbki rud uranu i toru, sklasyfikowanego w 07.21.Z, </li><li>produkcji tlenku glinu, sklasyfikowanej w 24.42.B, </li><li>produkcji kamieni miedziowych lub niklowych, sklasyfikowanej w 24.44.Z, 24.45.Z. </li></ul></body>"""
"""47"";""08.11.Z"";""Wydobywanie kamieni ozdobnych oraz kamienia dla potrzeb budownictwa, skał wapiennych, gipsu, kredy i łupków"";""<body><h2>08.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wydobywanie, wstępne wyrównywanie i cięcie kamienia pomnikowego i budowlanego takiego jak: marmur, granit, piaskowiec, łupek itd., </li><li>łamanie i kruszenie kamienia pomnikowego i budowlanego, </li><li>wydobywanie, kruszenie i rozdrabnianie skał wapiennych, </li><li>wydobywanie gipsu i anhydrytu,</li><li>wydobywanie kredy i dolomitu niewypalonego. </li></ul><p>Podklasa ta nie obejmuje:</p><ul><li>wydobywania minerałów wykorzystywanych w przemyśle chemicznym oraz do produkcji nawozów, sklasyfikowanego w 08.91.Z,</li><li> produkcji dolomitu wypalonego, sklasyfikowanej w 23.52.Z, </li><li>cięcia, formowania i wykańczania kamieni, poza obszarem kamieniołomu, sklasyfikowanych w 23.70.Z. </li></ul></body>"""
"""48"";""08.12.Z"";""Wydobywanie żwiru i piasku, wydobywanie gliny i kaolinu"";""<body><h2>08.12.Z</h2><p>Podklasa ta obejmuje:</p><ul><li>wydobywanie i bagrowanie żwiru i piasku, </li><li>kruszenie i rozdrabnianie żwiru, </li><li>wydobywanie gliny, gliny ogniotrwałej i kaolinu. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wydobywania piasku bitumicznego, sklasyfikowanego w 06.10.Z. </li></ul></body>"""
"""49"";""08.91.Z"";""Wydobywanie minerałów dla przemysłu chemicznego oraz do produkcji nawozów"";""<body><h2>08.91.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wydobywanie naturalnych soli fosforanowych i potasowych, </li><li>wydobywanie siarki rodzimej, </li><li>wydobywanie i przeróbkę pirytów i magnetopirytów, z wyłączeniem prażenia, </li><li>wydobywanie naturalnych siarczanów baru i magnezu (kizerytów), naturalnych węglanów baru (barytów i witerytów), naturalnych boranów, </li><li>wydobywanie pigmentów mineralnych, szpatów fluorowych i pozostałych wartościowych minerałów wykorzystywanych w przemyśle chemicznym, </li><li>wydobywanie guano. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wydobywania soli, sklasyfikowanego w 08.93.Z, </li><li>prażenia pirytów, sklasyfikowanego w 20.13.Z, </li><li>produkcji nawozów i związków azotowych, sklasyfikowanej w 20.15.Z. </li></ul></body>"""
"""50"";""08.92.Z"";""Wydobywanie torfu"";""<body><h2>08.92.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wydobywanie torfu,</li><li>wzbogacanie torfu, </li><li>przygotowanie torfu w celu ułatwienia transportu lub składowania. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>działalności usługowej związanej z wydobywaniem torfu, sklasyfikowanej w 09.90.Z, </li><li>produkcji brykietów z torfu, sklasyfikowanej w 19.20.Z, </li><li>produkcji mieszanek ziemi ogrodniczej z naturalnej ziemi, piasku, gliny i nawozów mineralnych itp., sklasyfikowanej w 20.15.Z, </li><li>produkcji wyrobów z torfu, sklasyfikowanej w 23.99.Z. </li></ul></body>"""
"""51"";""08.93.Z"";""Wydobywanie soli"";""<body><h2>08.93.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wydobywanie soli ze złóż podziemnych, włączając wydobywanie soli poprzez jej rozpuszczanie i pompowanie na powierzchnię, </li><li>produkcję soli przez odparowanie wody morskiej lub innych słonych wód, </li><li>rozdrabnianie, oczyszczanie i rafinację soli przez producenta. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>produkcji soli kuchennej, włączając sól kuchenną jodowaną, sklasyfikowanej w 10.84.Z, </li><li>produkcji wody pitnej przez odsalanie wody morskiej, sklasyfikowanej w 36.00.Z. </li></ul></body>"""
"""52"";""08.99.Z"";""Pozostałe górnictwo i wydobywanie, gdzie indziej niesklasyfikowane"";""<body><h2>08.99.Z</h2><p>Podklasa ta obejmuje górnictwo i wydobywanie różnych minerałów i surowców, takich jak: </p><ul><li>materiały ścierne, azbest, mączki krzemionkowe kopalne, naturalny grafit, steatyt (talk), szpat polny (skalenie) itd.,</li><li>kamienie szlachetne, kwarc, mika itp., </li><li>naturalny asfalt i naturalny bitumin. </li></ul></body>"""
"""53"";""09.10.Z"";""Działalność usługowa wspomagająca eksploatację złóż ropy naftowej i gazu ziemnego"";""<body><h2>09.10.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>działalność usługową wspomagającą eksploatację złóż ropy naftowej i gazu ziemnego świadczoną na zlecenie, taką jak: <ul><li>usługi poszukiwania w powiązaniu z wydobyciem ropy naftowej i gazu ziemnego, np. tradycyjne metody poszukiwawcze, takie jak prowadzenie obserwacji geologicznych w miejscach poszukiwań, </li><li>wiercenia i odwierty kierunkowe, </li><li>wznoszenie wież wiertniczych, naprawę i demontowanie, </li><li>cementowanie odwiertów ropy naftowej i gazu ziemnego, </li><li>pompowanie, zatykanie i zamykanie szybów, </li><li>skraplanie i ponowną gazyfikację gazu ziemnego, prowadzone na terenie kopalni, dla potrzeb transportowych, </li><li>odwadnianie i wypompowywanie, wykonywane na zlecenie, </li><li>wiercenia próbne związane z górnictwem ropy naftowej i gazu,</li></ul></li><li> gaszenie pożarów szybów. </li></ul><p>Podklasa ta nie obejmuje:</p><ul><li>działalności usługowej związanej z górnictwem ropy naftowej i gazu ziemnego, sklasyfikowanej w 06.10.Z, 06.20.Z,</li><li>specjalistycznej naprawy sprzętu górniczego, sklasyfikowanej w 33.12.Z, </li><li>skraplania i ponownej gazyfikacji gazu ziemnego, prowadzonych poza terenem kopalni, dla potrzeb transportowych, sklasyfikowanych w 52.21.Z, </li><li>dokonywania pomiarów geofizycznych, geologicznych i sejsmograficznych, sklasyfikowanych w 71.12.Z. </li></ul></body>"""
"""54"";""09.90.Z"";""Działalność usługowa wspomagająca pozostałe górnictwo i wydobywanie"";""<body><h2>09.90.Z</h2><p>Podklasa ta obejmuje działalność usługową świadczoną na zlecenie, wspomagającą górnictwo i wydobywanie sklasyfikowane w odpowiednich podklasach działów 05, 07 i 08:</p><ul><li>prowadzenie prac poszukiwawczych poprzez pobieranie próbnych rdzeni wiertniczych oraz prowadzenie obserwacji geologicznych w miejscach poszukiwań, </li><li>odwadnianie kopalń i wypompowywanie wód kopalnianych, wykonywane na zlecenie,</li><li>próbne wiercenia i pogłębianie otworów wiertniczych. </li></ul><p>Podklasa ta nie obejmuje:</p><ul><li>prowadzenia kopalni lub kamieniołomów, na zlecenie, sklasyfikowanego w odpowiednich podklasach działów 05, 07 lub 08, </li><li>specjalistycznej naprawy sprzętu górniczego, sklasyfikowanej w 33.12.Z,</li><li>prowadzenia pomiarów geofizycznych, na zlecenie, sklasyfikowanego w 71.12.Z. </li></ul></body>"""
"""55"";""10.11.Z"";""Przetwarzanie i konserwowanie mięsa, z wyłączeniem mięsa z drobiu"";""<body><h2>10.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>czynności związane z ubojem zwierząt, obróbką poubojową i paczkowaniem mięsa z bydła, świń, jagniąt, owiec, królików itp., </li><li>produkcję świeżego, schłodzonego lub zamrożonego mięsa w tuszach, </li><li>produkcję świeżego, schłodzonego lub zamrożonego mięsa w kawałkach, </li><li>ubój i przetwarzanie wielorybów na lądzie lub na specjalistycznych statkach,</li><li>produkcję skór surowych i skór pochodzących z rzeźni, włączając zdejmowanie wełny ze skór owczych, </li><li>wytapianie jadalnego smalcu i innych tłuszczów jadalnych pochodzenia zwierzęcego, </li><li>przetwarzanie odpadów zwierzęcych, </li><li>produkcję wełny surowej poubojowej. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wytapiania jadalnych tłuszczów z drobiu, sklasyfikowanego w 10.12.Z, </li><li>pakowania mięsa wykonywanego na zlecenie, sklasyfikowanego w 82.92.Z. </li></ul></body>"""
"""56"";""10.12.Z"";""Przetwarzanie i konserwowanie mięsa z drobiu"";""<body><h2>10.12.Z</h2><p>Podklasa ta obejmuje:</p><ul><li>czynności rzeźni związane z ubojem drobiu, obróbką poubojową i pakowaniem mięsa z drobiu, </li><li>produkcję świeżego, schłodzonego lub zamrożonego mięsa z drobiu, porcjowanego, </li><li>wytapianie jadalnych tłuszczów z drobiu, </li><li>produkcję pierza i puchu. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>pakowania mięsa wykonywanego na zlecenie, sklasyfikowanego w 82.92.Z. </li></ul></body>"""
"""57"";""10.13.Z"";""Produkcja wyrobów z mięsa, włączając wyroby z mięsa drobiowego"";""<body><h2>10.13.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>produkcję mięsa suszonego, solonego lub wędzonego, </li><li>produkcję wyrobów z mięsa: <ul><li>kiełbas, wędlin, pasztetów, puddingów mięsnych, ?andouillettes? (małe kiełbaski wyrabiane z flaczków), saveloy (potrawa z mięsa, gotowana na parze, często w cieście).</li></ul></li></ul><p> Podklasa ta nie obejmuje:</p><ul><li>produkcji gotowych dań z mięsa (w tym z mięsa drobiowego), zamrożonych, sklasyfikowanej w 10.85.Z, </li><li>produkcji zup zawierających mięso, sklasyfikowanej w 10.89.Z, </li><li>handlu hurtowego mięsem, sklasyfikowanego w 46.32.Z, </li><li>pakowania mięsa wykonywanego na zlecenie, sklasyfikowanego w 82.92.Z. </li></ul></body>"""
"""58"";""10.20.Z"";""Przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków"";""<body><h2>10.20.Z</h2><p>Podklasa ta obejmuje:</p><ul><li>przetwarzanie i konserwowanie ryb, skorupiaków i mięczaków obejmujące: mrożenie, głębokie mrożenie, suszenie, gotowanie, wędzenie, solenie, przechowywanie w solance, puszkowanie itp., </li><li>produkcję wyrobów z ryb, skorupiaków i mięczaków: filetów rybnych, ikry, kawioru, substytutów kawioru itp.,</li><li> produkcję mączki rybnej, przeznaczonej do spożycia przez ludzi lub do karmienia zwierząt, </li><li>produkcję mąki, mączki i granulek z ryb i ssaków morskich, nienadających się do spożycia przez ludzi, </li><li>działalność statków, na których dokonuje się wyłącznie przetwarzania i konserwowania ryb, </li><li>obróbkę wodorostów. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>przetwarzania ryb na statkach prowadzących połowy ryb, sklasyfikowanego w 03.11.Z, </li><li>przetwarzania wielorybów na lądzie lub na specjalistycznych statkach, sklasyfikowanego w 10.11.Z, </li><li>produkcji olejów i tłuszczów z ryb i ssaków morskich, sklasyfikowanej w 10.41.Z, </li><li>produkcji gotowych, mrożonych dań rybnych, sklasyfikowanej w 10.85.Z, </li><li>produkcji zup rybnych, sklasyfikowanej w 10.89.Z. </li></ul></body>"""
